avg,fft1,fft2,max,min,normalized_fft1,normalized_paa,paa
-0.5939269723342115,-97.81865512173268,-78.08614651556582,-6.262452305086004,-10.02083839479185,-0.30075439374304536,-0.39765213863318205,-0.5939269723342115
-0.23470476638611962,-27.8929781185551,-22.604975421911064,-1.7298147057454833,-4.75293104103318,-0.08669572766799671,0.16890629669120938,-0.23470476638611962
-0.21317111661072002,-23.701268881315677,-19.27914509272361,-1.4581048030533574,-4.4371452401367755,-0.07386393645263017,0.20286875981726887,-0.21317111661072002
-0.19973276012192745,-21.085377770662426,-17.203617067933394,-1.2885406756529354,-4.240074970544448,-0.0658560888958798,0.22406348024254763,-0.19973276012192745
-0.18975542312822985,-19.1432037279086,-15.662636773172949,-1.1626474205865722,-4.09375972040197,-0.05991064506616075,0.23979954650530622,-0.18975542312822985
-0.18173195695036076,-17.58136736281299,-14.423428026030987,-1.0614079541152217,-3.976097516392404,-0.05512950281244077,0.25245400485543545,-0.18173195695036076
-0.17497348988590364,-16.265773902384957,-13.379595931786344,-0.9761301471672581,-3.876986220488458,-0.051102167028141014,0.2631133306482946,-0.17497348988590364
-0.1691049836637233,-15.123418937161517,-12.473216558836299,-0.9020817962742125,-3.790925986539922,-0.04760515433523816,0.2723690271165981,-0.1691049836637233
-0.16389871677517862,-14.10997452639667,-11.669118763043805,-0.8363895293138863,-3.7145773333284384,-0.04450276665725144,0.2805802522953703,-0.16389871677517862
-0.1592056145674158,-13.196422012968966,-10.944278254195858,-0.7771723340174252,-3.645754116882328,-0.04170617117480863,0.28798212389356365,-0.1592056145674158
-0.15492254676606704,-12.362686206271366,-10.282766761984007,-0.7231289206775398,-3.582943956503121,-0.039153913087517124,0.2947372970196679,-0.15492254676606704
-0.15097508126194759,-11.594278259179898,-9.673088391900176,-0.6733201107827056,-3.525055323190557,-0.03680163868410461,0.30096316458152483,-0.15097508126194759
-0.14730766548366195,-10.880384388192937,-9.106663157330917,-0.6270449463473695,-3.4712735518305946,-0.034616244472824,0.306747343038827,-0.14730766548366195
-0.14387769213917082,-10.21271071923536,-8.576910444883385,-0.583765811904821,-3.42097381672109,-0.03257234098735617,0.3121570318027228,-0.14387769213917082
-0.14065173601000566,-9.584750747442808,-8.07866779457045,-0.5430609506719666,-3.3736659450629896,-0.030650010311825772,0.3172449484924529,-0.14065173601000566
-0.13760307124334817,-8.99130205681519,-7.607807450400738,-0.5045931379356536,-3.328958008645104,-0.028833326647912737,0.32205324461509194,-0.13760307124334817
-0.1347099782371402,-8.428136740911853,-7.160974862076635,-0.46808831746188195,-3.2865314947209816,-0.027109347396392237,0.32661617591417197,-0.1347099782371402
-0.1319545559833881,-7.891770215310487,-6.735405253727382,-0.43332061573683567,-3.2461238893087803,-0.025467405438614414,0.3309619755192481,-0.1319545559833881
-0.1293218684913946,-7.37929506158337,-6.32879179063729,-0.4001015716022214,-3.2075161596930197,-0.02389860049449572,0.33511420019095306,-0.1293218684913946
-0.12679931820590262,-6.888259057776089,-5.939188804896613,-0.3682722300945853,-3.170523565752183,-0.02239542574561152,0.3390927185539908,-0.12679931820590262
-0.12437617742739317,-6.41657396535793,-5.564939424177869,-0.33769722994341334,-3.134988788349956,-0.02095148861096028,0.34291445013213673,-0.12437617742739317
-0.12204323207538065,-5.962446184698223,-5.2046205516695885,-0.3082603086043505,-3.1007767052095283,-0.01956129846734219,0.3465939271979964,-0.12204323207538065
-0.11979250685305388,-5.524323256011378,-4.8570004182896405,-0.2798608344082132,-3.0677703605190816,-0.018220102876381546,0.35014372823811046,-0.11979250685305388
-0.11761705039820243,-5.100852037145799,-4.521005399663618,-0.25241109561224184,-3.035867814221736,-0.016923759557068076,0.3535748168088295,-0.11761705039820243
-0.11551076531603985,-4.690845618018148,-4.1956937650249735,-0.22583415576760513,-3.0049796494877334,-0.01566863510318995,0.3568968096053149,-0.11551076531603985
-0.11346827225751757,-4.293256862293791,-3.880234684374898,-0.2000621386702326,-2.9750269794555657,-0.014451523988299665,0.36011819083463825,-0.11346827225751757
-0.11148480014777938,-3.9071570394158996,-3.573891274480637,-0.17503484327206964,-2.9459398374586288,-0.0132695831534144,0.36324648534537685,-0.11148480014777938
-0.10955609673082632,-3.5317184113588347,-3.2760067826729333,-0.15069861494068082,-2.9176558651842237,-0.01212027870104148,0.3662883997148678,-0.10955609673082632
-0.10767835506390526,-3.1661999241317282,-2.9859932340473065,-0.12700541797121323,-2.890119234731423,-0.011001342093562537,0.36924993818086105,-0.10767835506390526
-0.10584815265467569,-2.8099353603070796,-2.703322031317825,-0.10391206762394578,-2.8632797560722434,-0.009910733885383917,0.37213649863322307,-0.10584815265467569
-0.10406240070928245,-2.46232345972372,-2.4275161162806427,-0.081379589740453,-2.837092132786824,-0.008846613480124117,0.3749529526589124,-0.10406240070928245
-0.10231830153330099,-2.1228196272161846,-2.158143390472837,-0.05937268323207667,-2.8115153373585233,-0.007807313746056088,0.3777037127283982,-0.10231830153330099
-0.10061331255713299,-1.7909289298500823,-1.8948111589647407,-0.037859266155191085,-2.7865120836149875,-0.006791319579025325,0.3803927889341232,-0.10061331255713299
-0.09894511578240064,-1.4662001494012138,-1.637161411414942,-0.016810090188204674,-2.7620483786668615,-0.005797249695713311,0.38302383717906974,-0.09894511578240064
-0.09731159169408779,-1.148220704130562,-1.3848667928512217,0.0038015885429960594,-2.738093140335608,-0.004823841088016499,0.38560020032203474,-0.09731159169408779
-0.09571079687443954,-0.8366122911382448,-1.1376271461808969,0.024000291931103535,-2.7146178688667213,-0.003869935683284177,0.3881249434845617,-0.09571079687443954
-0.09414094470327516,-0.5310271295142464,-0.8951665313916717,0.043808563409326595,-2.6915963639044533,-0.002934468843734113,0.39060088449004066,-0.09414094470327516
