avg,fft1,fft2,max,min,normalized_fft1,normalized_paa,paa
-2.0105824999999995,684.5161425033398,535.5682863516365,44.295,-11.661548611111114,1.0,0.08402070368298808,-2.0105824999999995
-1.19766,594.5870572362921,510.5918886558453,39.994,-10.232272727272727,1.0,0.01428028928122882,-1.19766
-0.8634575000000001,570.1371335339703,490.2757288018757,39.071,-9.063185430463573,1.0,0.13927856699060603,-0.8634575000000001
-0.6820374545454547,557.1973717384632,466.3202732585817,35.287,-8.203309782608693,1.0,0.17439291159561138,-0.6820374545454547
-0.5840689772727273,553.2934227024361,460.5298340738642,35.205,-7.547179611650487,1.0,0.20475690248302592,-0.5840689772727273
-0.5071826056338028,547.5409106107188,455.41561907177663,34.876,-6.97778947368421,1.0,0.22504613816467883,-0.5071826056338028
-0.44996559006211173,524.5034101590793,440.7285551700409,34.122,-6.514809885931562,0.9632080745227236,0.23949218539224115,-0.44996559006211173
-0.4058345588235297,524.2296301037806,435.86661653738406,33.038000000000004,-6.099257627118645,0.943087129244358,0.25376361014280024,-0.4058345588235297
-0.3659697609561753,523.187430922052,429.2811458633271,31.87,-5.723052447552451,0.9203891947900468,0.2662641012109859,-0.3659697609561753
-0.33507785714285704,517.0682767634556,421.8829856498208,31.173000000000002,-5.40692795389049,0.9096156383526041,0.27654887853746096,-0.33507785714285704
-0.30834955172413786,512.72850539761,419.1849521067056,30.182,-5.133444126074499,0.9085681856116392,0.28469284162497316,-0.30834955172413786
-0.289066076923077,504.0501029883383,417.8638691322175,30.04300000000001,-4.890313432835823,0.9043958411515279,0.29236716858488543,-0.289066076923077
-0.27186306666666693,496.387145604252,416.29067497877776,29.91,-4.680019718309855,0.8677881242043238,0.2993788549225513,-0.27186306666666693
-0.2560732398753895,487.49857026900804,414.2507187125314,29.844,-4.491473282442748,0.8638331959122797,0.30567988735456375,-0.2560732398753895
-0.24080842271293376,486.05608001065855,408.51511565882555,29.761999999999997,-4.316164420485173,0.8542309874915589,0.31156619598555524,-0.24080842271293376
-0.22713690607734796,479.62456237143647,406.96637720976287,29.397,-4.152605080831409,0.8318423535324005,0.31736255998996643,-0.22713690607734796
-0.21536614609571794,479.4703853887669,399.9333320246717,29.197,-3.9968671679197985,0.8292970448250692,0.3226461344383218,-0.21536614609571794
-0.20277153005464488,474.10208174046,388.8399468437424,29.156,-3.8648364779874234,0.8204601930128298,0.32727013973120106,-0.20277153005464488
