x,y
-2.4731988799340563,-2.3468125553987047
-1.6079392204287821,-1.525792532068628
-1.4342639483162731,-1.36099705779077
-1.3242765260433988,-1.2566331538360638
-1.2417833418583466,-1.1783577422181124
-1.1748899671375836,-1.114884541462087
-1.1181286768759513,-1.0610253844530844
-1.0685108873842892,-1.0139444900203967
-1.0242163762619243,-0.9719147014412416
-0.9840505486166022,-0.9338025019550328
-0.9471851814806895,-0.8988220145909221
-0.9130213638676864,-0.86640494992653
-0.8811113045641303,-0.8361264117489277
-0.8511109896802624,-0.8076599751650865
-0.8227501135412958,-0.7807491548887902
-0.7958122134277917,-0.7551885556667047
-0.7701211050805045,-0.73081100131877
-0.7455313567072496,-0.7074784957970938
-0.7219214352677016,-0.6850757198925727
-0.6991886703760445,-0.6635052526268539
-0.6772454846002945,-0.6426839942917048
-0.6560165250064833,-0.6225404446537272
-0.6354364482723348,-0.6030126013123812
-0.6154481878060861,-0.5840463154188376
-0.5960015817668096,-0.5655939898438923
-0.5770522750368323,-0.5476135372911521
-0.5585608317500782,-0.5300675382006848
-0.540492011500534,-0.512922553964034
-0.5228141741230906,-0.49614856213786646
-0.5054987864413499,-0.4797184884111422
-0.4885200106003272,-0.4636078159858461
-0.4718543582121812,-0.4477942574058125
-0.45548039799648227,-0.4322574771449769
-0.43937850721011984,-0.4169788557463596
-0.42353065915907373,-0.4019412881980923
-0.4079202406240099,-0.3871290106938129
-0.3925318942287697,-0.3725274510606559
-0.37735138171883187,-0.35812309902811357
-0.3623654648572644,-0.34390339321362823
-0.3475618012342073,-0.32985662225920487
-0.3329288527567587,-0.31597183800009376
-0.31845580496513237,-0.30223877890621154
-0.30413249562779426,-0.28864780232811815
-0.2899493513180667,-0.2751898243163796
-0.2758973308790729,-0.2618562659770785
-0.26196787485194545,-0.24863900548569445
-0.24815286008103515,-0.23553033501329165
-0.23444455882501014,-0.22252292192821557
-0.22083560179864864,-0.20960977372751266
-0.20731894465031714,-0.19678420622837267
-0.19388783744740154,-0.18403981461373123
-0.18053579679857415,-0.17137044697989023
-0.16725658028956628,-0.1587701800793572
-0.15404416294954323,-0.14623329699046486
-0.14089271549945478,-0.13375426647785596
-0.12779658416283352,-0.1213277238355302
-0.11475027184424441,-0.1089484530276159
-0.10174842050161192,-0.09661136996197779
-0.08878579455649879,-0.08431150674870734
-0.07585726520154318,-0.07204399680990088
-0.06295779547703444,-0.05980406071925129
-0.05008242599932891,-0.04758699266015185
-0.037226261232724385,-0.03538814739947248
-0.024384456203718992,-0.023202927681101874
-0.01155220356245162,-0.011026771948920117
0.0012752790993330238,0.0011448576868197504
0.01410276176111776,0.013316487322559706
0.026935014402385042,0.025492643054741373
0.039776819431390525,0.037677862773112074
0.05263298419799496,0.04987670803379136
0.06550835367570047,0.062093776092890796
0.07840782340020913,0.0743337121835403
0.09133635275516483,0.08660122212234685
0.10429897870027806,0.0989010853356174
0.11730083004291045,0.1112381684012554
0.13034714236149966,0.12361743920916979
0.14344327369812085,0.13604398185149544
0.1565947211482093,0.14852301236410434
0.16980713848823226,0.1610598954529966
0.1830863549972402,0.1736601623535297
0.1964383956460677,0.18632952998737076
0.2098695028489832,0.19907392160201215
0.22338615999731481,0.21189948910115225
0.2369951170236762,0.22481263730185505
0.2507034182797012,0.23782005038693113
0.26451843305061135,0.2509287208593338
0.27844788907773893,0.26414598135071804
0.2924999095167329,0.27747953969001926
0.3066830538264603,0.2909375177017577
0.3210063631637985,0.3045284942798511
0.3354794109554247,0.3182615533737333
0.35011235943287333,0.3321463376328444
0.36491602305593024,0.34619310858726765
0.3799019399174979,0.3604128144017531
0.3950824524274359,0.3748171664342956
0.4104707988226759,0.3894187260674524
0.4260812173577399,0.4042310035717319
0.44192906540878585,0.41926857111999916
0.4580309561951483,0.43454719251861645
0.4744049164108472,0.45008397277945206
0.4910705687989932,0.46589753135948564
0.508049344640016,0.4820082037847818
0.5253647323217566,0.498438277511506
0.5430425696992002,0.5152122693376736
0.5611113899487442,0.5323572535743242
0.5796028332354983,0.5499032526647916
0.5985521399654756,0.5678837052175317
0.6179987460047521,0.586336030792477
0.6379870064710008,0.6053023166860206
0.6585670832051493,0.6248301600273666
0.6797960427989608,0.6449737096653445
0.7017392285747105,0.6657949680004933
0.7244719934663676,0.6873654352662121
0.7480819149059156,0.7097682111707332
0.7726716632791705,0.7331007166924094
0.7983627716264577,0.7574782710403442
0.8253006717399624,0.7830388702624301
0.8536615478789285,0.8099496905387259
0.8836618627627963,0.8384161271225671
0.9155719220663524,0.8686946653001695
0.9497357396793555,0.9011117299645616
0.9866011068152682,0.9360922173286722
1.0267669344605908,0.9742044168148812
1.0710614455829555,1.0162342053940363
1.120679235074618,1.0633150998267245
1.1774405253362499,1.1171742568357266
1.2443339000570133,1.1806474575917523
1.3268270842420646,1.258922869209703
1.4368145065149396,1.3632867731644098
1.6104897786274508,1.52808224744227
