avg,fft1,fft2,max,min,normalized_fft1
-0.7351498815140535,-118.37523159838413,-95.16853269909764,-7.468751159831667,-11.867099382800404,-0.29560474189665686
-0.20162714993923336,-16.7028386553267,-13.94358856235964,-1.0045099614373316,-4.358680578855588,-0.047454623746481
-0.1653078321913159,-9.781536662082257,-8.41423736404931,-0.5644596764369858,-3.8475483773841175,-0.030561917106453645
-0.14138811018705263,-5.223201598217983,-4.772634169696719,-0.27464474769404057,-3.5109192520386756,-0.019436464543342233
-0.12280643087487934,-1.6821269845972928,-1.9437090372229697,-0.049506342455804875,-3.249413936333437,-0.010793822639155938
-0.10723062975225771,1.286123248092217,0.42759306706696165,0.13921239314080114,-3.0302112086625987,-0.003549263672655442
-0.09358077992675282,3.887348674750225,2.505683135092518,0.30459601481606713,-2.838112947360173,0.002799503955169959
-0.08126090770703005,6.235122846685856,4.381293814069554,0.4538654289357116,-2.664731843309143,0.008529677321720393
-0.0699032782223328,8.399524285517245,6.110410055653594,0.5914761661846494,-2.504892657939438,0.013812295908962907
-0.05926217286890334,10.427379109338613,7.730440724888988,0.7204053899106055,-2.3551373226895045,0.01876164744438418
-0.04916292201817145,12.351973770741754,9.267977998609748,0.8427694234533166,-2.2130076616541396,0.023458973619109556
-0.03947477454170587,14.198225258864827,10.742927782364255,0.9601524670372923,-2.0766635766083774,0.02796508891403793
-0.03009523851410106,15.985665261294159,12.17089372417508,1.0737963281573206,-1.9446626692167315,0.032327663994154376
-0.020940401387163146,17.730284829709287,13.564650897410324,1.1847177037955448,-1.8158240140612987,0.03658572795328424
-0.011938548548473479,19.445750478809714,14.93511732869333,1.2937854989201847,-1.6891383507815836,0.04077263642651407
-0.00302566047886453,21.14426228428784,16.292039522831296,1.4017753835989104,-1.563704714276965,0.04491816593563974
0.005858026784373676,22.83720934868958,17.644516107202623,1.509411466940979,-1.4386820291164384,0.04905011367378896
0.01477091485398261,24.535721154167703,19.00143830134059,1.6174013516197046,-1.31324839261182,0.05319564318291463
0.023772767692672277,26.251186803268133,20.37190473262359,1.7264691467443445,-1.1865627293321048,0.057382551656144455
0.03292760481961021,27.995806371683265,21.76566190585884,1.8373905223825688,-1.0577240741766718,0.06164061561527433
0.04230714084721502,29.783246374112593,23.193627847669664,1.951034383502597,-0.9257231667850259,0.06600319069539078
0.051995288323680604,31.629497862235667,24.66857763142417,2.068417427086573,-0.7893790817392635,0.07050930599031915
0.062094539174412475,33.55409252363881,26.20611490514493,2.1907814606292835,-0.6472494207038991,0.07520663216504452
0.07273564452784194,35.58194734746017,27.826145574380323,2.3197106843552397,-0.49749408545396534,0.08015598370046578
0.08409327401253917,37.74634878629156,29.55526181596436,2.4573214216041777,-0.3376549000842608,0.0854386022877083
0.09641314623226196,40.0941229582272,31.430872494941404,2.6065908357238223,-0.1642737960332301,0.09116877565425875
0.11006299605776687,42.69534838488521,33.50896256296696,2.7719744573990885,0.027824465269195908,0.09751754328208415
0.12563879718038845,45.663598617574706,35.88026466725688,2.960693192995694,0.2470271929400336,0.10476210224858462
0.14422047649256173,49.2046732311954,38.70918979973064,3.1858315982339294,0.5085325086452717,0.11340474415277092
0.168140198496825,53.76300829505968,42.35079299408322,3.475646526976875,0.8451616339907135,0.12453019671588234
0.20445951624474268,60.68431028830416,47.88014419239359,3.9156968119772233,1.3562938354621872,0.1414229033559098
